gene,TSS,end,start,UTR_length,utr_counts,sample
aroP,243342,243342,243102,240,92,utRho22
arpA,8445382,8445382,8444974,408,464,utRho22
arrS,7316108,7316108,7316108,0,0,utRho22
arsR,7297024,7297056,7297024,32,260,utRho22
artJ,1801252,1801252,1801150,102,0,utRho22
artP,1807686,1807686,1807468,218,7872,utRho22
ascF,5678858,5679048,5678858,190,186,utRho22
ascG,5678574,5678574,5678528,46,266,utRho22
aslB,7965562,7965916,7965562,354,662,utRho22
asnA,7854258,7854310,7854258,52,1588,utRho22
asnB,1398444,1398444,1398354,90,2422,utRho22
asnC,23562186,23562186,23562018,168,960,utRho22
asnS,1978088,1978088,1977970,118,1812,utRho22
asnT,4089082,4089098,4089082,16,130,utRho22
asnU,4119690,4119702,4119690,12,10,utRho22
asnV,4124504,4124520,4124504,16,94,utRho22
aspA,17473728,17473728,17473308,420,348,utRho22
aspC,1971486,1971486,1971418,68,246,utRho22
aspS,3901402,3901402,3901044,358,304,utRho22
aspT,7893560,7893744,7893560,184,66590,utRho22
aspV,473826,473862,473826,36,22,utRho22
asr,3342654,3342752,3342654,98,96,utRho22
astC,3664088,3664088,3663964,124,142,utRho22
astE,3654138,3654138,3653846,292,374,utRho22
atoD,4646824,4646894,4646824,70,1622,utRho22
atpB,7844540,7844540,7844102,438,30,utRho22
atpC,7832118,7832118,7831944,174,378,utRho22
atpI,7845050,7845050,7844880,170,0,utRho22
avtA,7479348,7479410,7479348,62,938,utRho22
azoR,2965982,2965982,2965720,262,508,utRho22
azuC,3976002,3976002,3975918,84,0,utRho22
bacA,6408350,6408350,6408262,88,818,utRho22
bamA,394052,395856,394052,1804,860,utRho22
bamB,5277950,5277950,5277304,646,258,utRho22
bamC,5198028,5198028,5197730,298,758,utRho22
bamD,5471922,5472292,5471922,370,2554,utRho22
bamE,5506972,5507210,5506972,238,86,utRho22
basS,8666954,8666954,8666544,410,2008,utRho22
bax,7474468,7474468,7474354,114,328,utRho22
bcp,5200874,5200956,5200874,82,1042,utRho22
bcsB,7385346,7385346,7385214,132,152,utRho22
bcsE,7392644,7392916,7392644,272,56,utRho22
bdcA,8948128,8948128,8948106,22,984,utRho22
bdcR,8948192,8948248,8948192,56,546,utRho22
bdm,3112680,3112680,3112560,120,136,utRho22
betA,654522,654522,654494,28,116,utRho22
betI,658722,658722,658668,54,174,utRho22
betT,658842,658926,658842,84,292,utRho22
bfr,6933498,6933498,6933450,48,116,utRho22
bglG,23440182,23440182,23439402,780,2370,utRho22
bglX,4444240,4444240,4443978,262,64,utRho22
bhsA,2337962,2338146,2337962,184,470,utRho22
bioA,1618584,1618584,1618514,70,0,utRho22
bioB,1618604,1618688,1618604,84,0,utRho22
bioH,7089716,7089716,7089688,28,86,utRho22
bisC,7433026,7433026,7432788,238,310,utRho22
blc,8755490,8755490,8755444,46,16,utRho22
blr,3409024,3409102,3409024,78,398,utRho22
bluF,2431226,2431226,2430950,276,138,utRho22
bluR,2428226,2428226,2428118,108,38,utRho22
bolA,908698,908944,908698,246,134,utRho22
borD,1157842,1157842,1157786,56,702,utRho22
brnQ,838976,839182,838976,206,860,utRho22
bssR,1756492,1756496,1756492,4,0,utRho22
bssS,2242116,2242116,2241910,206,706,utRho22
btuB,8326798,8327278,8326798,480,3504,utRho22
cadB,8720212,8720212,8720062,150,116,utRho22
cadC,8723926,8723926,8723868,58,0,utRho22
caiE,70998,70998,70742,256,758,utRho22
caiF,68436,68600,68436,164,2970,utRho22
caiT,84074,84074,83862,212,266,utRho22
can,285406,285406,285340,66,248,utRho22
carA,59102,59302,59102,200,998,utRho22
carB,61550,61634,61550,84,196,utRho22
cas2,5757830,5757830,5757706,124,604,utRho22
casA,5768638,5768638,5768276,362,210,utRho22
cbl,4121882,4121882,4121828,54,2234,utRho22
cbpA,2128074,2128074,2127550,524,912,utRho22
cbrA,7738628,7738754,7738628,126,16,utRho22
cbrB,7794958,7795012,7794958,54,674,utRho22
ccmH,4585242,4585242,4584820,422,222,utRho22
cdaR,364894,364926,364894,32,168,utRho22
cdd,4463638,4463688,4463638,50,42,utRho22
cdh,8219814,8219860,8219814,46,1418,utRho22
cdsA,391110,391354,391110,244,340,utRho22
cedA,3627484,3627484,3627326,158,702,utRho22
cfa,3482402,3482826,3482402,424,446,utRho22
chaC,2544844,2544972,2544844,128,1410,utRho22
chbB,3643452,3643452,3643238,214,276,utRho22
chbG,3634624,3634624,3634270,354,208,utRho22
cheW,3946924,3946924,3946678,246,278,utRho22
chiA,6939792,6939792,6939706,86,390,utRho22
chiP,1416472,1416668,1416472,196,124,utRho22
cho,3646984,3647030,3646984,46,36,utRho22
chpS,8896804,8896894,8896804,90,140,utRho22
cirA,4493884,4493884,4493538,346,398,utRho22
citC,1304078,1304078,1303712,366,2642,utRho22
citT,1293264,1293264,1293160,104,100,utRho22
clcA,350104,350214,350104,110,32,utRho22
clpA,1846160,1846528,1846160,368,26,utRho22
clpB,5468410,5468410,5468346,64,296,utRho22
clpP,913154,913354,913154,200,120,utRho22
clpS,1845500,1845826,1845500,326,120,utRho22
clpX,914404,914852,914404,448,882,utRho22
clsA,2617346,2617346,2617290,56,364,utRho22
clsC,2212584,2212710,2212584,126,212,utRho22
cmk,1922330,1922402,1922330,72,66,utRho22
cnu,3409522,3409898,3409522,376,2464,utRho22
coaA,8350214,8350214,8350052,162,872,utRho22
cobC,1340092,1340092,1339814,278,810,utRho22
cobT,4129202,4129202,4128934,268,92,utRho22
cobU,4131944,4131944,4131528,416,138,utRho22
codB,709768,709844,709768,76,818,utRho22
comR,2337726,2337726,2337664,62,12,utRho22
copA,1022822,1022822,1022758,64,250,utRho22
corA,8002388,8002852,8002388,464,29076,utRho22
cpdB,8873258,8873258,8873130,128,820,utRho22
cptB,6082198,6082198,6082140,58,66,utRho22
cpxA,8210202,8210202,8209950,252,772,utRho22
cpxP,8211570,8211640,8211570,70,218,utRho22
cpxR,8211372,8211372,8211340,32,76,utRho22
cra,175894,176056,175894,162,64,utRho22
crcB,1316016,1316016,1315876,140,94,utRho22
creA,9270486,9271042,9270486,556,856,utRho22
creD,9276320,9276356,9276320,36,276,utRho22
crl,515620,515658,515620,38,2048,utRho22
crp,6971906,6972240,6971906,334,2144,utRho22
crr,5070960,5071668,5070960,708,1718,utRho22
csdA,5886414,5886674,5886414,260,140,utRho22
csgB,2207718,2207902,2207718,184,136,utRho22
csgD,2206688,2206688,2206392,296,966,utRho22
csgG,2203510,2203510,2203368,142,952,utRho22
csiD,5577854,5577970,5577854,116,78,utRho22
csiE,5330802,5330870,5330802,68,248,utRho22
csiR,5590942,5591348,5590942,406,268,utRho22
cspA,7439778,7440098,7439778,320,4108,utRho22
cspB,3283430,3283430,3283108,322,4,utRho22
cspC,3815018,3815018,3814870,148,52,utRho22
cspD,1845352,1845352,1845180,172,2182,utRho22
cspE,1314294,1314584,1314294,290,198,utRho22
cspF,3283380,3283710,3283380,330,546,utRho22
cspG,2102610,2102922,2102610,312,710,utRho22
cspH,2102746,2102746,2102350,396,446,utRho22
cspI,3277624,3277624,3277334,290,36,utRho22
csrA,5638746,5638746,5638292,454,452,utRho22
csrB,5849048,5849048,5849048,0,0,utRho22
csrC,8102072,8102072,8102072,0,0,utRho22
csrD,6806850,6806850,6806664,186,160,utRho22
cstA,1259710,1259788,1259710,78,158,utRho22
cueO,274090,274166,274090,76,0,utRho22
cueR,1027948,1027986,1027948,38,12,utRho22
curA,3037784,3038054,3037784,270,2146,utRho22
cusC,1191146,1191200,1191146,54,378,utRho22
cusR,1190924,1190924,1190886,38,318,utRho22
cutA,8730784,8730784,8730712,72,526,utRho22
cutC,3918534,3918534,3917920,614,2086,utRho22
cvpA,4861600,4861600,4861526,74,0,utRho22
cvrA,2484328,2484328,2484142,186,154,utRho22
cyaA,7981548,7982306,7981548,758,884,utRho22
cyaR,4334228,4334224,4334228,4,0,utRho22
cyaY,7988166,7988166,7988118,48,236,utRho22
cybB,2981522,2981804,2981522,282,920,utRho22
cycA,8859560,8859728,8859560,168,424,utRho22
cydA,1542340,1542916,1542340,576,1128,utRho22
cydC,1858800,1858800,1858390,410,214,utRho22
cydD,1862062,1862062,1861924,138,78,utRho22
cydX,1548300,1548392,1548300,92,140,utRho22
cynR,717418,717418,717380,38,190,utRho22
cynT,1435092,1435196,1435092,104,68,utRho22
cyoA,903306,903306,903220,86,1828,utRho22
cyoE,895540,895540,895410,130,80,utRho22
cysB,2667576,2667710,2667576,134,460,utRho22
cysC,5748056,5748056,5747984,72,348,utRho22
cysD,5752736,5752736,5752658,78,270,utRho22
cysE,7565362,7565362,7565124,238,520,utRho22
cysG,6995508,6995656,6995508,148,3516,utRho22
cysJ,5783928,5783928,5783796,132,6184,utRho22
cysK,5064688,5064818,5064688,130,108,utRho22
cysP,5087114,5087114,5087056,58,766,utRho22
cysS,1109154,1109222,1109154,68,14,utRho22
cysT,3984100,3984100,3983974,126,2,utRho22
cysZ,5062766,5062926,5062766,160,450,utRho22
cytR,8249018,8249018,8248912,106,220,utRho22
dacA,1328002,1328002,1327926,76,74,utRho22
dacB,6657714,6657926,6657714,212,32,utRho22
dacC,1761306,1761454,1761306,148,722,utRho22
dadA,2475018,2475142,2475018,124,66,utRho22
dam,7032504,7032504,7031826,678,1510,utRho22
damX,7035200,7035200,7034612,588,808,utRho22
dapA,5199568,5199568,5199520,48,40,utRho22
dapB,56576,56748,56576,172,1102,utRho22
dapD,371954,371954,371894,60,240,utRho22
dapE,5183120,5183214,5183120,94,880,utRho22
dcp,3254844,3254844,3254760,84,276,utRho22
dcrB,7219534,7219910,7219534,376,1830,utRho22
dctA,7366996,7366996,7366894,102,368,utRho22
dcuA,8733686,8733686,8733546,140,114,utRho22
dcuB,8698182,8698182,8697488,694,5588,utRho22
dcuC,1312166,1312166,1311936,230,2122,utRho22
dcuD,6749166,6749738,6749166,572,1686,utRho22
dcuR,8701130,8701130,8700068,1062,2418,utRho22
dcuS,8703370,8703370,8703324,46,1412,utRho22
dcyD,3999016,3999016,3998960,56,0,utRho22
ddpX,3126498,3126498,3126152,346,272,utRho22
deaD,6615818,6615818,6615720,98,514,utRho22
dedA,4869880,4869880,4869482,398,5318,utRho22
dedD,4863750,4863750,4863368,382,80,utRho22
def,6867300,6867380,6867300,80,528,utRho22
degP,361690,361768,361690,78,100,utRho22
degQ,6761308,6761486,6761308,178,5884,utRho22
deoB,9239134,9239206,9239134,72,0,utRho22
deoC,9233358,9234646,9233358,1288,2014,utRho22
dfp,7625406,7625462,7625406,56,26,utRho22
dgcZ,3247758,3247758,3247700,58,82,utRho22
dgkA,8512914,8513274,8512914,360,156,utRho22
dgt,358392,358474,358392,82,1764,utRho22
dhaK,2501888,2501888,2501676,212,322,utRho22
dhaR,2502006,2502132,2502006,126,370,utRho22
dicB,3299194,3299218,3299194,24,20,utRho22
dicC,3295752,3295752,3295700,52,0,utRho22
dinB,501760,501796,501760,36,0,utRho22
dinD,7635398,7635520,7635398,122,330,utRho22
dinG,1666146,1666140,1666146,6,20,utRho22
dinI,2243018,2243018,2242974,44,336,utRho22
dinJ,493230,493230,493004,226,292,utRho22
dinQ,7295964,7295964,7295576,388,486,utRho22
djlA,114536,114728,114536,192,676,utRho22
dkgA,6313142,6313246,6313142,104,350,utRho22
dkgB,458196,458334,458196,138,0,utRho22
dksA,321502,321502,321208,294,448,utRho22
dld,4444164,4444370,4444164,206,110,utRho22
dmlA,3763424,3763824,3763424,400,1556,utRho22
dmlR,3763710,3763710,3763618,92,534,utRho22
dmsA,1881646,1881918,1881646,272,0,utRho22
dnaA,7767922,7767922,7767458,464,718,utRho22
dnaB,8528566,8528628,8528566,62,64,utRho22
dnaK,24096,24326,24096,230,8256,utRho22
dnaN,7765466,7765466,7764642,824,352,utRho22
dnaQ,471868,472134,471868,266,4462,utRho22
dnaT,18406460,18406460,18406068,392,5268,utRho22
dnaX,984112,984184,984112,72,240,utRho22
dosP,3131486,3131486,3131466,20,166,utRho22
dpiB,1303968,1304470,1303968,502,1682,utRho22
dppA,7415740,7415740,7415410,330,2700,utRho22
dps,1697900,1697900,1697822,78,82,utRho22
dsbA,8086754,8086836,8086754,82,1222,utRho22
dsbB,2466294,2466294,2466060,234,316,utRho22
dsbC,6079266,6079266,6077644,1622,2042,utRho22
dsbG,1277600,1277600,1277146,454,458,utRho22
dsdA,4958242,4958404,4958242,162,208,utRho22
dsdC,4955492,4955492,4955258,234,342,utRho22
dsdX,4955642,4955694,4955642,52,852,utRho22
dsrA,4050626,4050626,4050626,0,0,utRho22
dsrB,4049686,4049686,4049646,40,946,utRho22
dtpD,1485340,1485340,1485112,228,750,utRho22
dusA,8523200,8523338,8523200,138,2274,utRho22
dusB,6820492,6820560,6820492,68,26,utRho22
dusC,4460790,4460790,4460770,20,0,utRho22
dut,7627704,7627864,7627704,160,560,utRho22
dxr,386670,387042,386670,372,94,utRho22
ebgA,6445102,6445266,6445102,164,4,utRho22
ebgR,6442874,6442932,6442874,58,144,utRho22
ecnB,8753018,8753106,8753018,88,342,utRho22
eco,4607594,4607810,4607594,216,6,utRho22
ecpA,621594,621594,621342,252,826,utRho22
ecpB,620238,620238,620052,186,852,utRho22
ecpR,622964,622964,622672,292,316,utRho22
eda,3866218,3866218,3865512,706,270,utRho22
edd,3869426,3869426,3869208,218,76,utRho22
efeO,2164308,2164486,2164308,178,38,utRho22
efeU_1,2162614,2162712,2162614,98,122,utRho22
efp,8751134,8751398,8751134,264,1958,utRho22
elaA,4763372,4763372,4763086,286,368,utRho22
elaD,4765308,4765426,4765308,118,146,utRho22
elfA,1995530,1995736,1995530,206,136,utRho22
elfD,1996642,1996980,1996642,338,232,utRho22
emrD,7707690,7707844,7707690,154,202,utRho22
emrK,4966896,4966896,4966678,218,102,utRho22
emrY,4964668,4964668,4964352,316,738,utRho22
emtA,2486250,2486360,2486250,110,232,utRho22
endA,12361100,12361388,12361100,288,140,utRho22
eno,5817692,5817692,5815882,1810,1740,utRho22
entC,1249662,1249770,1249662,108,300,utRho22
entD,1220508,1220508,1220158,350,312,utRho22
entH,1258584,1258600,1258584,16,26,utRho22
entS,1244506,1244600,1244506,94,156,utRho22
envR,6827266,6827266,6826930,336,0,utRho22
epd,12295292,12295292,12294764,528,468,utRho22
epmA,8765236,8765286,8765236,50,452,utRho22
epmB,8751406,8751406,8751314,92,524,utRho22
eptB,7421162,7421162,7420950,212,84,utRho22
eptC,8300622,8300622,8300530,92,1348,utRho22
erfK,4126708,4126708,4126646,62,326,utRho22
erpA,353122,353220,353122,98,60,utRho22
esrE,8039956,8039956,8039956,0,0,utRho22
essD,1153746,1154796,1153746,1050,3578,utRho22
etk,2088606,2088606,2088420,186,1838,utRho22
evgA,4967262,4967510,4967262,248,212,utRho22
exbB,6304028,6304028,6303968,60,132,utRho22
exbD,6302780,6302780,6302486,294,60,utRho22
exuR,6493016,6493304,6493016,288,168,utRho22
exuT,6490004,6490208,6490004,204,50,utRho22
fabA,2032996,2032996,2032940,56,0,utRho22
fabB,4883282,4883282,4883210,72,94,utRho22
fabH,2297032,2297518,2297032,486,384,utRho22
fabI,2702236,2702236,2702078,158,258,utRho22
fadB,8062026,8062026,8061942,84,104,utRho22
fadD,3779614,3779614,3779492,122,148,utRho22
fadE,486812,486812,486606,206,132,utRho22
fadH,6463248,6463330,6463248,82,258,utRho22
fadI,4921022,4921022,4920938,84,424,utRho22
fadL,4922410,4922600,4922410,190,260,utRho22
fadM,928720,928804,928720,84,0,utRho22
fadR,2469810,2469876,2469810,66,0,utRho22
fbaB,4357334,4357334,4357128,206,280,utRho22
fdhE,8162722,8162722,8162456,266,490,utRho22
fdhF,8598814,8598814,8598732,82,126,utRho22
fdnG,3094744,3094802,3094744,58,194,utRho22
fdrA,1093012,1093360,1093012,348,362,utRho22
feaB,2894994,2895038,2894994,44,0,utRho22
feaR,2894734,2894734,2894566,168,80,utRho22
fecA,9033454,9033454,9033354,100,228,utRho22
fecE,9023288,9023288,9022914,374,1900,utRho22
fecI,9036564,9036564,9036470,94,1438,utRho22
feoA,7080114,7080326,7080114,212,838,utRho22
fepA,1225334,1225334,1224988,346,760,utRho22
fepB,1249454,1249454,1249020,434,418,utRho22
fepD,1244468,1244468,1244378,90,4,utRho22
fes,1225374,1225630,1225374,256,930,utRho22
ffh,5495706,5495706,5495590,116,504,utRho22
ffs,952576,952848,952576,272,7686,utRho22
fhuA,334884,334968,334884,84,408,utRho22
fhuE,2323294,2323294,2323102,192,734,utRho22
fhuF,9211504,9211504,9211326,178,66918,utRho22
fic,6983296,6983296,6982926,370,3356,utRho22
fieF,8212864,8212938,8212864,74,584,utRho22
fimA,9085388,9086230,9085388,842,1790,utRho22
fimB,9081334,9081914,9081334,580,7958,utRho22
fimE,9083742,9084074,9083742,332,3026,utRho22
fimZ,1129214,1129214,1128960,254,0,utRho22
fiu,1683296,1683296,1683062,234,326,utRho22
fixA,84650,84806,84650,156,208,utRho22
fkpA,6955050,6955050,6954838,212,1448,utRho22
fldA,2846084,2846084,2845860,224,2464,utRho22
fldB,6079644,6079710,6079644,66,180,utRho22
flgA,2261770,2261770,2261726,44,2742,utRho22
flgB,2261986,2262036,2261986,50,444,utRho22
flgK,2276702,2276756,2276702,54,404,utRho22
flgM,2260330,2260330,2260256,74,192,utRho22
flgN,2259828,2259828,2259660,168,168,utRho22
flhB,3932432,3932432,3932382,50,770,utRho22
flhC,3955864,3955864,3955688,176,86,utRho22
flhD,3957154,3957154,3956394,760,4252,utRho22
fliA,4003638,4003638,4003578,60,16,utRho22
fliC,4007352,4007352,4007212,140,136,utRho22
fliD,4007634,4007744,4007634,110,1898,utRho22
fliE,4026186,4026186,4026028,158,2504,utRho22
fliF,4026292,4026458,4026292,166,1966,utRho22
fliL,4039168,4039236,4039168,68,154,utRho22
flk,4875824,4875900,4875824,76,146,utRho22
flu,4142634,4143078,4142634,444,386,utRho22
flxA,3292776,3292810,3292776,34,396,utRho22
fnr,2799104,2799104,2799052,52,214,utRho22
fnrS,2818258,2818258,2818258,0,0,utRho22
focA,1909628,1909628,1908932,696,812,utRho22
folA,99598,99646,99598,48,190,utRho22
folB,6409296,6409296,6409178,118,18,utRho22
folD,1115562,1115562,1115482,80,54,utRho22
folE,4487696,4487696,4487304,392,1858,utRho22
fpr,8228998,8228998,8228944,54,120,utRho22
frc,4986878,4986878,4986508,370,858,utRho22
frdA,8764824,8764824,8764636,188,1600,utRho22
frdD,8758948,8758948,8758732,216,6862,utRho22
fre,8052886,8053054,8052886,168,862,utRho22
frlA,6999518,6999820,6999518,302,512,utRho22
frr,385624,385744,385624,120,218,utRho22
frsA,513004,513054,513004,50,4,utRho22
fruB,4527194,4527194,4526990,204,10,utRho22
frvR,8179804,8179804,8179710,94,38,utRho22
fryA,5008986,5008986,5008970,16,528,utRho22
fsaA,1727060,1727284,1727060,224,944,utRho22
fsr,1009710,1009710,1009392,318,532,utRho22
ftnA,3977364,3977432,3977364,68,58,utRho22
ftnB,3973550,3973850,3973550,300,588,utRho22
ftsA,207122,207964,207122,842,510,utRho22
ftsB,5745802,5745802,5745640,162,384,utRho22
ftsH,6654204,6654204,6653870,334,194,utRho22
ftsK,1865858,1866448,1865858,590,1088,utRho22
ftsL,181376,182064,181376,688,2034,utRho22
ftsP,6325732,6325732,6325338,394,600,utRho22
ftsQ,205484,206310,205484,826,174,utRho22
ftsX,7204512,7204512,7204172,340,956,utRho22
ftsZ,209272,210610,209272,1338,2,utRho22
fucA,5867708,5867708,5867376,332,6192,utRho22
fucP,5868238,5868470,5868238,232,610,utRho22
fumA,6753760,6753760,6753508,252,1324,utRho22
fumB,8694696,8694696,8694652,44,92,utRho22
fumC,3373418,3373418,3373176,242,62,utRho22
fur,2842892,2842892,2842584,308,2460,utRho22
fusA,6947370,6947370,6947028,342,4628,utRho22
fxsA,8737206,8737328,8737206,122,162,utRho22
gabD,5581824,5582546,5581824,722,6972,utRho22
gadA,7335214,7335214,7335160,54,0,utRho22
gadB,3144144,3144144,3144090,54,748,utRho22
gadC,3141168,3141168,3140978,190,452,utRho22
gadE,7315600,7316732,7315600,1132,4596,utRho22
gadW,7329562,7329562,7329236,326,56,utRho22
gadX,14663356,14663356,14663240,116,1316,utRho22
gadY,7329728,7329728,7329728,0,0,utRho22
galE,1584354,1584354,1584110,244,322,utRho22
galF,4228702,4228702,4228654,48,208,utRho22
galM,1577796,1577796,1577674,122,1264,utRho22
galP,6176510,6176568,6176510,58,22,utRho22
galR,5953138,5953198,5953138,60,228,utRho22
galS,4483420,4483420,4483336,84,60,utRho22
galU,2582810,2582914,2582810,104,194,utRho22
gapA,3724480,3725542,3724480,1062,1422,utRho22
garP,6549868,6549868,6549814,54,1428,utRho22
gatY,4354468,4354468,4354408,60,0,utRho22
gatZ,4352864,4352864,4352642,222,9376,utRho22
gcd,282558,282558,282450,108,2,utRho22
gcl,1067814,1067832,1067814,18,0,utRho22
gcvA,5885278,5885278,5885134,144,76,utRho22
gcvB,5885392,5885392,5885392,0,0,utRho22
gcvR,5199758,5199812,5199758,54,26,utRho22
gcvT,6101544,6101544,6101334,210,586,utRho22
gdhA,3684616,3684742,3684616,126,38,utRho22
gfcA,2099668,2099668,2099488,180,1936,utRho22
gfcD,2096236,2096236,2095890,346,3770,utRho22
ghrA,2195648,2195772,2195648,124,242,utRho22
ghrB,7434378,7434620,7434378,242,2448,utRho22
glcA,6242728,6242728,6242558,170,1516,utRho22
glcC,6256412,6256544,6256412,132,106,utRho22
glcD,6256152,6256152,6256042,110,274,utRho22
gldA,8278092,8278092,8278070,22,222,utRho22
glgA,7136784,7136784,7136066,718,1976,utRho22
glgB,7147314,7147314,7147004,310,142,utRho22
glgC,7139142,7139142,7138656,486,596,utRho22
glgP,7133546,7133546,7133162,384,518,utRho22
glgS,6384024,6384024,6383878,146,188,utRho22
glgX,7142838,7142838,7142638,200,154,utRho22
glk,5018922,5018922,5018852,70,140,utRho22
glmS,7827622,7827622,7827336,286,1200,utRho22
glmU,7830652,7830652,7830400,252,20,utRho22
glmY,10765360,10765360,10765360,0,0,utRho22
glmZ,7972864,7972864,7972864,0,0,utRho22
glnA,16232888,16232888,16232136,752,28,utRho22
glnB,5375052,5375052,5374816,236,366,utRho22
glnD,377310,377310,377300,10,148,utRho22
glnE,6399602,6399602,6399282,320,150,utRho22
glnH,1696396,1696396,1696008,388,1746,utRho22
glnK,945112,945196,945112,84,1430,utRho22
glnL,8112742,8112742,8112678,64,0,utRho22
glnQ,1693262,1693262,1692926,336,348,utRho22
glnS,1411998,1412186,1411998,188,1872,utRho22
gloA,3455602,3455674,3455602,72,34,utRho22
gloB,469852,469852,469564,288,1004,utRho22
glpA,4705166,4705294,4705166,128,66,utRho22
glpD,7123942,7124026,7123942,84,548,utRho22
glpE,7123698,7123698,7123646,52,98,utRho22
glpF,8236322,8236322,8236180,142,1742,utRho22
glpG,7122960,7122960,7122904,56,82,utRho22
glpR,7121782,7121782,7121210,572,5140,utRho22
glpT,4704902,4704902,4704748,154,1320,utRho22
glpX,8231212,8231212,8231158,54,448,utRho22
glrK,5382246,5382246,5382196,50,226,utRho22
gltA,1509534,1509534,1508936,598,15200,utRho22
gltB,6709018,6709264,6709018,246,1290,utRho22
gltI,1375792,1375792,1375494,298,3170,utRho22
gltP,8588536,8588962,8588536,426,1446,utRho22
gltS,7657382,7657382,7657330,52,1932,utRho22
gltX,5041568,5041568,5041344,224,70,utRho22
gluQ,320286,320286,320224,62,0,utRho22
glyA,5371148,5371148,5371014,134,130,utRho22
glyQ,7450708,7450708,7450636,72,992,utRho22
glyS,7448990,7448990,7448794,196,974,utRho22
glyU,5998128,5998128,5998114,14,0,utRho22
glyV,8784626,8784720,8784626,94,264,utRho22
glyW,3984360,3984360,3984234,126,18,utRho22
gmhB,445612,445666,445612,54,256,utRho22
gmk,7642776,7642856,7642776,80,162,utRho22
